"id","incident_id","name","country","category","subcategory"
"5730_0",3095,"","Jordan","State institutions / political system","Not available"
"5728_0",3095,"","Jordan","Media","Not available"
"5734_0",3096,"","United States","Critical infrastructure","Energy"
"5734_1",3096,"","United States","Critical infrastructure","Water"
"5734_2",3096,"","United States","Critical infrastructure","Telecommunications"
"5735_0",3097,"","Albania","State institutions / political system","Civil service / administration"
"5736_0",3098,"","United States","Critical infrastructure","Health"
"5737_0",3099,"City Council of Sant Antoni de Portmany ","Spain","State institutions / political system","Civil service / administration"
"5738_0",3101,"","Germany","Critical infrastructure","Telecommunications"
"5739_0",3102,"","Italy","Critical infrastructure","Health"
"5747_0",3103,"","Finland","Other","Not available"
"5750_0",3103,"","Finland","State institutions / political system","Civil service / administration"
"5750_1",3103,"","Finland","State institutions / political system","Civil service / administration"
"5749_0",3103,"","Finland","Critical infrastructure","Finance"
"5748_0",3103,"","Finland","State institutions / political system","Civil service / administration"
"5748_1",3103,"","Finland","State institutions / political system","Civil service / administration"
"5741_0",3103,"","Finland","State institutions / political system","Civil service / administration"
"5741_1",3103,"","Finland","State institutions / political system","Civil service / administration"
"5746_0",3103,"","Finland","State institutions / political system","Civil service / administration"
"5746_1",3103,"","Finland","State institutions / political system","Civil service / administration"
"5740_0",3104,"","Venezuela","Critical infrastructure","Telecommunications"
"5742_0",3105,"","Argentina","State institutions / political system","Government / ministries"
"5743_0",3106,"","Germany","Critical infrastructure","Health"
"5744_0",3106,"","Germany","Critical infrastructure","Health"
"5745_0",3106,"","Germany","Critical infrastructure","Health"
"5751_0",3107,"","United States","State institutions / political system","Judiciary"
"5752_0",3108,"","France","Critical infrastructure","Health"
"5753_0",3108,"","France","Critical infrastructure","Health"
"5755_0",3108,"","France","Critical infrastructure","Finance"
"5754_0",3108,"","France","Critical infrastructure","Health"
"5756_0",3108,"","France","Critical infrastructure","Health"
"5762_0",3111,"Embassy of Japan in Beijing","Japan","State institutions / political system","Other (e.g., embassies)"
"5761_0",3111,"Not available","Japan","State institutions / political system","Other (e.g., embassies)"
"5760_0",3111,"Ministry of Foreign Affairs (Japan)","Japan","State institutions / political system","Government / ministries"
"5757_0",3112,"","Cameroon","Critical infrastructure","Energy"
"5758_0",3113,"Groton Public Schools","United States","State institutions / political system","Civil service / administration"
"5758_1",3113,"Groton Public Schools","United States","Education","Not available"
"5765_0",3115,"Not available","Italy","Critical infrastructure","Food"
"5767_0",3115,"Not available","Italy","Critical infrastructure","Health"
"5763_0",3115,"Not available","Italy","Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)","Not available"
"5766_0",3115,"Not available","Italy","Critical infrastructure","Telecommunications"
"5764_0",3115,"CloudFire","Italy","Critical infrastructure","Digital Provider"
"5776_0",3119,"Ingeniero Huergo Hospital","Argentina","Critical infrastructure","Health"
"5777_0",3124,"","Not available","Unknown","Not available"
"6487_0",3124,"","Global (region)","Critical infrastructure","Defence industry"
"5774_0",3124,"","Netherlands","State institutions / political system","Government / ministries"
"6488_0",3124,"","Global (region)","State institutions / political system","Government / ministries"
"6488_1",3124,"","Global (region)","State institutions / political system","Other (e.g., embassies)"
"5778_0",3125,"Neafidi","Italy","Critical infrastructure","Finance"
"5775_0",3126,"Foundation for the Development of Nursing (FUDEN)","Spain","Critical infrastructure","Research"
"5775_1",3126,"Foundation for the Development of Nursing (FUDEN)","Spain","Education","Not available"
"5780_0",3127,"State Administration (Liechtenstein)","Liechtenstein","State institutions / political system","Civil service / administration"
"5785_0",3128,"Claro","Nicaragua","Critical infrastructure","Telecommunications"
"5782_0",3128,"Claro","Costa Rica","Critical infrastructure","Telecommunications"
"5783_0",3128,"Claro","Guatemala","Critical infrastructure","Telecommunications"
"5781_0",3128,"Claro","El Salvador","Critical infrastructure","Telecommunications"
"5784_0",3128,"Claro","Honduras","Critical infrastructure","Telecommunications"
"5786_0",3129,"Reykjavík University","Iceland","Critical infrastructure","Research"
"5786_1",3129,"Reykjavík University","Iceland","Education","Not available"
"5787_0",3130,"Abracadabra","Not available","Critical infrastructure","Finance"
"5795_0",3131,"","Spain","State institutions / political system","Legislative"
"5788_0",3131,"","Spain","State institutions / political system","Civil service / administration"
"5790_0",3131,"","Spain","State institutions / political system","Legislative"
"5810_0",3131,"Basque Government","Spain","State institutions / political system","Government / ministries"
"5809_0",3131,"Parliament of Euskadi","Spain","State institutions / political system","Government / ministries"
"5789_0",3131,"","Spain","Critical infrastructure","Transportation"
"5801_0",3131,"","Spain","Critical infrastructure","Transportation"
"5808_0",3131,"Parliament of Navarre","Spain","State institutions / political system","Government / ministries"
"5791_0",3132,"municipality Kalmar","Sweden","State institutions / political system","Civil service / administration"
"5792_0",3133,"Ministry of Education and Science (Ukraine)","Ukraine","State institutions / political system","Government / ministries"
"5806_0",3134,"La Poste","France","Critical infrastructure","Telecommunications"
"5794_0",3134,"Crédit Agricole","France","Critical infrastructure","Finance"
"5796_0",3136,"Not available","Cuba","State institutions / political system","Civil service / administration"
"5797_0",3137,"","United States","End user(s) / specially protected groups","Not available"
"5798_0",3138,"Hyundai Motor Europe","Germany","Critical infrastructure","Critical Manufacturing"
"5799_0",3139,"Drone Control Program","Russia","State institutions / political system","Military"
"5816_0",3140,"Free SAS","France","Critical infrastructure","Telecommunications"
"5816_1",3140,"Free SAS","France","Critical infrastructure","Digital Provider"
"5804_0",3141,"Uganda Telecom","Uganda","Critical infrastructure","Telecommunications"
"5803_0",3141,"Airtel","Uganda","Critical infrastructure","Telecommunications"
"5802_0",3141,"MTN","Uganda","Critical infrastructure","Telecommunications"
"5805_0",3142,"Municipality of Korneuburg","Austria","State institutions / political system","Civil service / administration"
"5807_0",3143,"Conakry’s Ahmed Sékou Touré International Airport","Guinea","Critical infrastructure","Transportation"
"5811_0",3145,"SouthState Bank","United States","Critical infrastructure","Finance"
"5812_0",3146,"Municipality of Petersberg","Germany","State institutions / political system","Civil service / administration"
"5817_0",3147,"Gesundheits- und Pflegeeinrichtungen Lindenbrunn e. V.","Germany","Critical infrastructure","Health"
"5813_0",3148,"Times of Malta","Malta","Media","Not available"
"5814_0",3150,"","France","Critical infrastructure","Health"
"5818_0",3151,"Service Employees International Union Local 1000 (SEIU Local 1000)","United States","Social groups","Advocacy / activists (e.g. human rights organizations)"
"5823_0",3152,"Sighetu Marmației Municipal Hospital ","Romania","Critical infrastructure","Health"
"5825_0",3152,"The Emergency Clinical Hospital for Plastic Surgery, Reconstructive Surgery and Burns, Buchares","Romania","Critical infrastructure","Health"
"5821_0",3152,"""Sf. Apostol Andrei"" County Clinical Emergency Hospita","Romania","Critical infrastructure","Health"
"5826_0",3152,"Hipocrate","Romania","Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)","Not available"
"5824_0",3152,"Baia Mare Emergency Hospital","Romania","Critical infrastructure","Health"
"5832_0",3152,"C.F. Clinic Hospital No. 2","Romania","Critical infrastructure","Health"
